gene	a	b
EAF2	0.28814005341007	0.00914277495177951
EAPP	0.28814005341007	0.00914277495177951
EARS2	0.944710246349563	0.0296390152503892
EBAG9	0.28814005341007	0.00914277495177951
EBF1	0.944710246349563	0.0296390152503892
EBF2	0.249302440773561	0.0176594069960543
EBF3	0.249302440773561	0.0176594069960543
EBI3	0.28814005341007	0.00914277495177951
EBNA1BP2	0.249302440773561	0.0176594069960543
EBPL	0.28814005341007	0.00914277495177951
ECD	0.249302440773561	0.0176594069960543
ECE1	0.249302440773561	0.0176594069960543
ECE2	0.249302440773561	0.0176594069960543
ECEL1	0.249302440773561	0.0176594069960543
ECH1	0.944710246349563	0.0296390152503892
ECHDC1	0.28814005341007	0.00914277495177951
ECHDC3	0.28814005341007	0.00914277495177951
ECHS1	0.28814005341007	0.00914277495177951
ECI1	0.944710246349563	0.0296390152503892
ECI2	0.944710246349563	0.0296390152503892
ECM1	0.249302440773561	0.0176594069960543
ECM2	0.944710246349563	0.0296390152503892
ECSIT	0.944710246349563	0.0296390152503892
ECT2	0.249302440773561	0.0176594069960543
EDA2R	0.28814005341007	0.00914277495177951
EDAR	0.944710246349563	0.0296390152503892
EDARADD	0.28814005341007	0.00914277495177951
EDC3	0.944710246349563	0.0296390152503892
EDC4	0.249302440773561	0.0176594069960543
EDEM1	0.249302440773561	0.0176594069960543
EDEM2	0.249302440773561	0.0176594069960543
EDEM3	0.249302440773561	0.0176594069960543
EDF1	0.28814005341007	0.00914277495177951
EDIL3	0.249302440773561	0.0176594069960543
EDN1	0.28814005341007	0.00914277495177951
EDN2	0.28814005341007	0.00914277495177951
EDN3	0.28814005341007	0.00914277495177951
EDNRA	0.944710246349563	0.0296390152503892
EDNRB	0.944710246349563	0.0296390152503892
EEA1	0.249302440773561	0.0176594069960543
EED	0.249302440773561	0.0176594069960543
EEF1A1	0.944710246349563	0.0296390152503892
EEF1B2	0.28814005341007	0.00914277495177951
EEF1D	0.249302440773561	0.0176594069960543
EEF1G	0.944710246349563	0.0296390152503892
EEF2	0.249302440773561	0.0176594069960543
EEFSEC	0.944710246349563	0.0296390152503892
EEPD1	0.944710246349563	0.0296390152503892
EFCAB1	0.28814005341007	0.00914277495177951
EFCAB11	0.28814005341007	0.00914277495177951
EFCAB12	0.944710246349563	0.0296390152503892
EFCAB14	0.944710246349563	0.0296390152503892
EFCAB2	0.28814005341007	0.00914277495177951
EFCAB4A	0.944710246349563	0.0296390152503892
EFCAB4B	0.249302440773561	0.0176594069960543
EFCAB7	0.249302440773561	0.0176594069960543
EFCC1	0.944710246349563	0.0296390152503892
EFEMP1	0.249302440773561	0.0176594069960543
EFEMP2	0.944710246349563	0.0296390152503892
EFHB	0.249302440773561	0.0176594069960543
EFHC1	0.249302440773561	0.0176594069960543
EFHD1	0.28814005341007	0.00914277495177951
EFHD2	0.28814005341007	0.00914277495177951
EFNA1	0.28814005341007	0.00914277495177951
EFNA4	0.28814005341007	0.00914277495177951
EFNB3	0.944710246349563	0.0296390152503892
EFR3A	0.249302440773561	0.0176594069960543
EFS	0.944710246349563	0.0296390152503892
EFTUD1	0.249302440773561	0.0176594069960543
EFTUD2	0.249302440773561	0.0176594069960543
EGF	0.249302440773561	0.0176594069960543
EGFL6	0.249302440773561	0.0176594069960543
EGFL7	0.944710246349563	0.0296390152503892
EGFLAM	0.249302440773561	0.0176594069960543
EGFR	0.249302440773561	0.0176594069960543
EGLN1	0.944710246349563	0.0296390152503892
EGLN2	0.944710246349563	0.0296390152503892
EGLN3	0.28814005341007	0.00914277495177951
EGR1	0.28814005341007	0.00914277495177951
EGR2	0.28814005341007	0.00914277495177951
EHBP1	0.249302440773561	0.0176594069960543
EHBP1L1	0.249302440773561	0.0176594069960543
EHD1	0.944710246349563	0.0296390152503892
EHD2	0.944710246349563	0.0296390152503892
EHD3	0.944710246349563	0.0296390152503892
EHD4	0.944710246349563	0.0296390152503892
EHF	0.944710246349563	0.0296390152503892
EHHADH	0.249302440773561	0.0176594069960543
EHMT1	0.249302440773561	0.0176594069960543
EHMT2	0.249302440773561	0.0176594069960543
EI24	0.944710246349563	0.0296390152503892
EIF1AD	0.28814005341007	0.00914277495177951
EIF1B	0.28814005341007	0.00914277495177951
EIF2A	0.249302440773561	0.0176594069960543
EIF2AK1	0.249302440773561	0.0176594069960543
EIF2AK2	0.249302440773561	0.0176594069960543
EIF2AK3	0.249302440773561	0.0176594069960543
EIF2AK4	0.249302440773561	0.0176594069960543
EIF2B1	0.944710246349563	0.0296390152503892
EIF2B2	0.944710246349563	0.0296390152503892
EIF2B3	0.944710246349563	0.0296390152503892
EIF2B4	0.249302440773561	0.0176594069960543
EIF2B5	0.249302440773561	0.0176594069960543
EIF2D	0.249302440773561	0.0176594069960543
EIF2S1	0.944710246349563	0.0296390152503892
EIF2S2	0.944710246349563	0.0296390152503892
EIF2S3	0.944710246349563	0.0296390152503892
EIF2S3L	0.28814005341007	0.00914277495177951
EIF3A	0.249302440773561	0.0176594069960543
EIF3D	0.249302440773561	0.0176594069960543
EIF3E	0.944710246349563	0.0296390152503892
EIF3F	0.944710246349563	0.0296390152503892
EIF3G	0.944710246349563	0.0296390152503892
EIF3H	0.944710246349563	0.0296390152503892
EIF3I	0.944710246349563	0.0296390152503892
EIF3J	0.944710246349563	0.0296390152503892
EIF3K	0.944710246349563	0.0296390152503892
EIF3L	0.249302440773561	0.0176594069960543
EIF3M	0.944710246349563	0.0296390152503892
EIF4A2	0.944710246349563	0.0296390152503892
EIF4B	0.249302440773561	0.0176594069960543
EIF4E	0.944710246349563	0.0296390152503892
EIF4E2	0.944710246349563	0.0296390152503892
EIF4E3	0.944710246349563	0.0296390152503892
EIF4EBP1	0.28814005341007	0.00914277495177951
EIF4EBP2	0.28814005341007	0.00914277495177951
EIF4EBP3	0.28814005341007	0.00914277495177951
EIF4ENIF1	0.249302440773561	0.0176594069960543
EIF4G1	0.249302440773561	0.0176594069960543
EIF4G3	0.249302440773561	0.0176594069960543
EIF4H	0.944710246349563	0.0296390152503892
EIF5	0.944710246349563	0.0296390152503892
EIF5A	0.28814005341007	0.00914277495177951
EIF5A2	0.28814005341007	0.00914277495177951
EIF5B	0.249302440773561	0.0176594069960543
EIF6	0.28814005341007	0.00914277495177951
ELAC1	0.28814005341007	0.00914277495177951
ELANE	0.944710246349563	0.0296390152503892
ELAVL3	0.28814005341007	0.00914277495177951
ELAVL4	0.944710246349563	0.0296390152503892
ELF1	0.249302440773561	0.0176594069960543
ELF2	0.944710246349563	0.0296390152503892
ELF3	0.944710246349563	0.0296390152503892
ELF4	0.944710246349563	0.0296390152503892
ELF5	0.944710246349563	0.0296390152503892
ELFN2	0.944710246349563	0.0296390152503892
ELK3	0.28814005341007	0.00914277495177951
ELK4	0.28814005341007	0.00914277495177951
ELL	0.249302440773561	0.0176594069960543
ELL2	0.249302440773561	0.0176594069960543
ELL3	0.944710246349563	0.0296390152503892
ELMO1	0.249302440773561	0.0176594069960543
ELMO2	0.249302440773561	0.0176594069960543
ELMOD1	0.944710246349563	0.0296390152503892
ELMOD2	0.944710246349563	0.0296390152503892
ELMOD3	0.944710246349563	0.0296390152503892
ELMSAN1	0.249302440773561	0.0176594069960543
ELN	0.249302440773561	0.0176594069960543
ELOF1	0.28814005341007	0.00914277495177951
ELOVL1	0.944710246349563	0.0296390152503892
ELOVL2	0.944710246349563	0.0296390152503892
ELOVL3	0.28814005341007	0.00914277495177951
ELOVL4	0.944710246349563	0.0296390152503892
ELOVL5	0.944710246349563	0.0296390152503892
ELOVL6	0.944710246349563	0.0296390152503892
ELOVL7	0.28814005341007	0.00914277495177951
ELP2	0.249302440773561	0.0176594069960543
ELP3	0.249302440773561	0.0176594069960543
ELP4	0.944710246349563	0.0296390152503892
ELP5	0.28814005341007	0.00914277495177951
ELP6	0.28814005341007	0.00914277495177951
ELSPBP1	0.28814005341007	0.00914277495177951
ELTD1	0.944710246349563	0.0296390152503892
EMB	0.944710246349563	0.0296390152503892
EMC1	0.249302440773561	0.0176594069960543
EMC10	0.944710246349563	0.0296390152503892
EMC3	0.944710246349563	0.0296390152503892
EMC4	0.28814005341007	0.00914277495177951
EMC7	0.28814005341007	0.00914277495177951
EMC8	0.28814005341007	0.00914277495177951
EMC9	0.28814005341007	0.00914277495177951
EMCN	0.944710246349563	0.0296390152503892
EME1	0.944710246349563	0.0296390152503892
EMG1	0.944710246349563	0.0296390152503892
EMID1	0.944710246349563	0.0296390152503892
EMILIN1	0.249302440773561	0.0176594069960543
EMILIN2	0.249302440773561	0.0176594069960543
EMILIN3	0.944710246349563	0.0296390152503892
EML1	0.249302440773561	0.0176594069960543
EML2	0.249302440773561	0.0176594069960543
EML3	0.249302440773561	0.0176594069960543
EML4	0.249302440773561	0.0176594069960543
EML5	0.249302440773561	0.0176594069960543
EMP1	0.28814005341007	0.00914277495177951
EMP2	0.28814005341007	0.00914277495177951
EMP3	0.28814005341007	0.00914277495177951
EMR1	0.249302440773561	0.0176594069960543
EMR3	0.249302440773561	0.0176594069960543
EN2	0.28814005341007	0.00914277495177951
ENAH	0.249302440773561	0.0176594069960543
ENAM	0.249302440773561	0.0176594069960543
ENC1	0.944710246349563	0.0296390152503892
ENDOD1	0.944710246349563	0.0296390152503892
ENDOU	0.944710246349563	0.0296390152503892
ENG	0.249302440773561	0.0176594069960543
ENHO	0.28814005341007	0.00914277495177951
ENKD1	0.944710246349563	0.0296390152503892
ENKUR	0.28814005341007	0.00914277495177951
ENO1	0.944710246349563	0.0296390152503892
ENO2	0.944710246349563	0.0296390152503892
ENO3	0.944710246349563	0.0296390152503892
ENOPH1	0.944710246349563	0.0296390152503892
ENOSF1	0.944710246349563	0.0296390152503892
ENOX1	0.249302440773561	0.0176594069960543
ENOX2	0.249302440773561	0.0176594069960543
ENPP1	0.249302440773561	0.0176594069960543
ENPP2	0.249302440773561	0.0176594069960543
ENPP4	0.28814005341007	0.00914277495177951
ENPP5	0.944710246349563	0.0296390152503892
ENPP6	0.944710246349563	0.0296390152503892
ENSA	0.28814005341007	0.00914277495177951
ENTHD1	0.944710246349563	0.0296390152503892
ENTPD1	0.944710246349563	0.0296390152503892
ENTPD3	0.944710246349563	0.0296390152503892
ENTPD4	0.249302440773561	0.0176594069960543
ENTPD5	0.944710246349563	0.0296390152503892
ENTPD6	0.944710246349563	0.0296390152503892
ENTPD7	0.249302440773561	0.0176594069960543
ENTPD8	0.944710246349563	0.0296390152503892
EOMES	0.249302440773561	0.0176594069960543
EP300	0.249302440773561	0.0176594069960543
EP400	0.249302440773561	0.0176594069960543
EPAS1	0.249302440773561	0.0176594069960543
EPB41	0.249302440773561	0.0176594069960543
EPB41L1	0.249302440773561	0.0176594069960543
EPB41L2	0.249302440773561	0.0176594069960543
EPB41L3	0.249302440773561	0.0176594069960543
EPB41L4A	0.249302440773561	0.0176594069960543
EPB41L4B	0.249302440773561	0.0176594069960543
EPB41L5	0.249302440773561	0.0176594069960543
EPB42	0.249302440773561	0.0176594069960543
EPC1	0.249302440773561	0.0176594069960543
EPC2	0.249302440773561	0.0176594069960543
EPCAM	0.944710246349563	0.0296390152503892
EPDR1	0.28814005341007	0.00914277495177951
EPG5	0.249302440773561	0.0176594069960543
EPGN	0.28814005341007	0.00914277495177951
EPHA1	0.249302440773561	0.0176594069960543
EPHA10	0.249302440773561	0.0176594069960543
EPHA2	0.249302440773561	0.0176594069960543
EPHA3	0.249302440773561	0.0176594069960543
EPHA4	0.249302440773561	0.0176594069960543
EPHA5	0.249302440773561	0.0176594069960543
EPHA6	0.249302440773561	0.0176594069960543
EPHA7	0.249302440773561	0.0176594069960543
EPHA8	0.249302440773561	0.0176594069960543
EPHB1	0.249302440773561	0.0176594069960543
EPHB2	0.249302440773561	0.0176594069960543
EPHB3	0.249302440773561	0.0176594069960543
EPHB4	0.249302440773561	0.0176594069960543
EPHB6	0.249302440773561	0.0176594069960543
EPHX1	0.944710246349563	0.0296390152503892
EPHX2	0.249302440773561	0.0176594069960543
EPHX3	0.944710246349563	0.0296390152503892
EPHX4	0.944710246349563	0.0296390152503892
EPM2A	0.28814005341007	0.00914277495177951
EPN2	0.249302440773561	0.0176594069960543
EPN3	0.944710246349563	0.0296390152503892
EPO	0.28814005341007	0.00914277495177951
EPOR	0.944710246349563	0.0296390152503892
EPRS	0.249302440773561	0.0176594069960543
EPS15	0.249302440773561	0.0176594069960543
EPS15L1	0.249302440773561	0.0176594069960543
EPS8	0.249302440773561	0.0176594069960543
EPS8L1	0.249302440773561	0.0176594069960543
EPS8L2	0.249302440773561	0.0176594069960543
EPS8L3	0.249302440773561	0.0176594069960543
EPT1	0.944710246349563	0.0296390152503892
EQTN	0.28814005341007	0.00914277495177951
ERAL1	0.944710246349563	0.0296390152503892
ERAP2	0.249302440773561	0.0176594069960543
ERBB2	0.249302440773561	0.0176594069960543
ERBB2IP	0.249302440773561	0.0176594069960543
ERBB3	0.249302440773561	0.0176594069960543
ERBB4	0.249302440773561	0.0176594069960543
ERC1	0.249302440773561	0.0176594069960543
ERC2	0.249302440773561	0.0176594069960543
ERCC1	0.944710246349563	0.0296390152503892
ERCC2	0.249302440773561	0.0176594069960543
ERCC3	0.249302440773561	0.0176594069960543
ERCC4	0.249302440773561	0.0176594069960543
ERCC5	0.249302440773561	0.0176594069960543
ERCC6	0.249302440773561	0.0176594069960543
ERCC6L	0.249302440773561	0.0176594069960543
ERCC6L2	0.249302440773561	0.0176594069960543
ERCC8	0.944710246349563	0.0296390152503892
EREG	0.28814005341007	0.00914277495177951
ERF	0.944710246349563	0.0296390152503892
ERG	0.944710246349563	0.0296390152503892
ERGIC1	0.944710246349563	0.0296390152503892
ERGIC2	0.944710246349563	0.0296390152503892
ERGIC3	0.249302440773561	0.0176594069960543
ERI1	0.944710246349563	0.0296390152503892
ERI2	0.944710246349563	0.0296390152503892
ERI3	0.944710246349563	0.0296390152503892
ERICH1	0.944710246349563	0.0296390152503892
ERLEC1	0.249302440773561	0.0176594069960543
ERLIN1	0.944710246349563	0.0296390152503892
ERLIN2	0.944710246349563	0.0296390152503892
ERMAP	0.944710246349563	0.0296390152503892
ERMARD	0.249302440773561	0.0176594069960543
ERMN	0.28814005341007	0.00914277495177951
ERMP1	0.249302440773561	0.0176594069960543
ERN1	0.249302440773561	0.0176594069960543
ERN2	0.249302440773561	0.0176594069960543
ERO1L	0.249302440773561	0.0176594069960543
ERO1LB	0.249302440773561	0.0176594069960543
ERP27	0.28814005341007	0.00914277495177951
ERP29	0.28814005341007	0.00914277495177951
ERP44	0.944710246349563	0.0296390152503892
ERRFI1	0.944710246349563	0.0296390152503892
ERVFRD-1	0.944710246349563	0.0296390152503892
ESAM	0.944710246349563	0.0296390152503892
ESCO2	0.944710246349563	0.0296390152503892
ESD	0.944710246349563	0.0296390152503892
ESF1	0.249302440773561	0.0176594069960543
ESM1	0.28814005341007	0.00914277495177951
ESPN	0.249302440773561	0.0176594069960543
ESR1	0.944710246349563	0.0296390152503892
ESR2	0.944710246349563	0.0296390152503892
ESRP1	0.249302440773561	0.0176594069960543
ESRP2	0.249302440773561	0.0176594069960543
ESRRA	0.944710246349563	0.0296390152503892
ESRRB	0.944710246349563	0.0296390152503892
ESRRG	0.944710246349563	0.0296390152503892
ESYT1	0.249302440773561	0.0176594069960543
ESYT2	0.249302440773561	0.0176594069960543
ESYT3	0.249302440773561	0.0176594069960543
ETAA1	0.249302440773561	0.0176594069960543
ETF1	0.944710246349563	0.0296390152503892
ETFA	0.944710246349563	0.0296390152503892
ETFB	0.28814005341007	0.00914277495177951
ETFDH	0.249302440773561	0.0176594069960543
ETHE1	0.28814005341007	0.00914277495177951
ETNK1	0.944710246349563	0.0296390152503892
ETNK2	0.944710246349563	0.0296390152503892
ETNPPL	0.944710246349563	0.0296390152503892
ETS1	0.944710246349563	0.0296390152503892
ETS2	0.944710246349563	0.0296390152503892
ETV1	0.944710246349563	0.0296390152503892
ETV3	0.944710246349563	0.0296390152503892
ETV3L	0.944710246349563	0.0296390152503892
ETV4	0.249302440773561	0.0176594069960543
ETV6	0.249302440773561	0.0176594069960543
ETV7	0.944710246349563	0.0296390152503892
EVA1A	0.28814005341007	0.00914277495177951
EVA1C	0.944710246349563	0.0296390152503892
EVC	0.249302440773561	0.0176594069960543
EVC2	0.249302440773561	0.0176594069960543
EVI2A	0.28814005341007	0.00914277495177951
EVI2B	0.28814005341007	0.00914277495177951
EVI5	0.249302440773561	0.0176594069960543
EVI5L	0.249302440773561	0.0176594069960543
EVL	0.944710246349563	0.0296390152503892
EVX1	0.28814005341007	0.00914277495177951
EWSR1	0.249302440773561	0.0176594069960543
EXD1	0.944710246349563	0.0296390152503892
EXD2	0.944710246349563	0.0296390152503892
EXD3	0.249302440773561	0.0176594069960543
EXO5	0.28814005341007	0.00914277495177951
EXOC1	0.249302440773561	0.0176594069960543
EXOC2	0.249302440773561	0.0176594069960543
EXOC3	0.249302440773561	0.0176594069960543
EXOC3L2	0.944710246349563	0.0296390152503892
EXOC4	0.249302440773561	0.0176594069960543
EXOC5	0.249302440773561	0.0176594069960543
EXOC6	0.249302440773561	0.0176594069960543
EXOC6B	0.249302440773561	0.0176594069960543
EXOC7	0.249302440773561	0.0176594069960543
EXOG	0.944710246349563	0.0296390152503892
EXOSC1	0.944710246349563	0.0296390152503892
EXOSC10	0.249302440773561	0.0176594069960543
EXOSC2	0.944710246349563	0.0296390152503892
EXOSC3	0.28814005341007	0.00914277495177951
EXOSC4	0.28814005341007	0.00914277495177951
EXOSC5	0.28814005341007	0.00914277495177951
EXOSC7	0.944710246349563	0.0296390152503892
EXOSC8	0.944710246349563	0.0296390152503892
EXOSC9	0.944710246349563	0.0296390152503892
EXPH5	0.249302440773561	0.0176594069960543
EXT1	0.249302440773561	0.0176594069960543
EXT2	0.249302440773561	0.0176594069960543
EXTL2	0.944710246349563	0.0296390152503892
EXTL3	0.249302440773561	0.0176594069960543
EYA1	0.249302440773561	0.0176594069960543
EYA2	0.944710246349563	0.0296390152503892
EYA3	0.249302440773561	0.0176594069960543
EYA4	0.249302440773561	0.0176594069960543
EZH1	0.249302440773561	0.0176594069960543
EZH2	0.249302440773561	0.0176594069960543
EZR	0.249302440773561	0.0176594069960543
F10	0.944710246349563	0.0296390152503892
F11	0.944710246349563	0.0296390152503892
F11R	0.944710246349563	0.0296390152503892
F12	0.249302440773561	0.0176594069960543
F13A1	0.249302440773561	0.0176594069960543
F13B	0.249302440773561	0.0176594069960543
F2	0.249302440773561	0.0176594069960543
F2R	0.28814005341007	0.00914277495177951
F2RL1	0.28814005341007	0.00914277495177951
F2RL2	0.28814005341007	0.00914277495177951
F3	0.28814005341007	0.00914277495177951
F5	0.249302440773561	0.0176594069960543
F7	0.944710246349563	0.0296390152503892
F8	0.249302440773561	0.0176594069960543
FA2H	0.944710246349563	0.0296390152503892
FAAH	0.249302440773561	0.0176594069960543
FABP1	0.28814005341007	0.00914277495177951
FABP12	0.28814005341007	0.00914277495177951
FABP2	0.28814005341007	0.00914277495177951
FABP3	0.28814005341007	0.00914277495177951
FABP4	0.28814005341007	0.00914277495177951
FABP5	0.28814005341007	0.00914277495177951
FABP6	0.28814005341007	0.00914277495177951
FABP7	0.28814005341007	0.00914277495177951
FABP9	0.28814005341007	0.00914277495177951
FADS1	0.944710246349563	0.0296390152503892
FADS2	0.944710246349563	0.0296390152503892
FADS3	0.944710246349563	0.0296390152503892
FADS6	0.28814005341007	0.00914277495177951
FAF1	0.249302440773561	0.0176594069960543
FAF2	0.249302440773561	0.0176594069960543
FAH	0.944710246349563	0.0296390152503892
FAHD2A	0.944710246349563	0.0296390152503892
FAIM	0.28814005341007	0.00914277495177951
FAIM2	0.944710246349563	0.0296390152503892
FAIM3	0.944710246349563	0.0296390152503892
FAM101A	0.28814005341007	0.00914277495177951
FAM102A	0.944710246349563	0.0296390152503892
FAM102B	0.944710246349563	0.0296390152503892
FAM103A1	0.28814005341007	0.00914277495177951
FAM104A	0.28814005341007	0.00914277495177951
FAM105A	0.944710246349563	0.0296390152503892
FAM105B	0.944710246349563	0.0296390152503892
FAM107A	0.28814005341007	0.00914277495177951
FAM107B	0.28814005341007	0.00914277495177951
FAM109B	0.28814005341007	0.00914277495177951
FAM110B	0.28814005341007	0.00914277495177951
FAM110C	0.28814005341007	0.00914277495177951
FAM111A	0.944710246349563	0.0296390152503892
FAM111B	0.944710246349563	0.0296390152503892
FAM114A1	0.944710246349563	0.0296390152503892
FAM114A2	0.944710246349563	0.0296390152503892
FAM117A	0.944710246349563	0.0296390152503892
FAM117B	0.249302440773561	0.0176594069960543
FAM118A	0.28814005341007	0.00914277495177951
FAM118B	0.944710246349563	0.0296390152503892
FAM120A	0.249302440773561	0.0176594069960543
FAM120C	0.249302440773561	0.0176594069960543
FAM122B	0.944710246349563	0.0296390152503892
FAM122C	0.28814005341007	0.00914277495177951
FAM124A	0.944710246349563	0.0296390152503892
FAM124B	0.28814005341007	0.00914277495177951
FAM126A	0.944710246349563	0.0296390152503892
FAM126B	0.249302440773561	0.0176594069960543
FAM129A	0.249302440773561	0.0176594069960543
FAM129B	0.249302440773561	0.0176594069960543
FAM129C	0.249302440773561	0.0176594069960543
FAM131A	0.944710246349563	0.0296390152503892
FAM131B	0.944710246349563	0.0296390152503892
FAM133B	0.944710246349563	0.0296390152503892
FAM134A	0.944710246349563	0.0296390152503892
FAM134B	0.944710246349563	0.0296390152503892
FAM134C	0.944710246349563	0.0296390152503892
FAM135A	0.249302440773561	0.0176594069960543
FAM135B	0.249302440773561	0.0176594069960543
FAM136A	0.28814005341007	0.00914277495177951
FAM13B	0.249302440773561	0.0176594069960543
FAM13C	0.249302440773561	0.0176594069960543
FAM149A	0.944710246349563	0.0296390152503892
FAM150A	0.28814005341007	0.00914277495177951
FAM150B	0.28814005341007	0.00914277495177951
FAM151B	0.28814005341007	0.00914277495177951
FAM153B	0.249302440773561	0.0176594069960543
FAM154B	0.28814005341007	0.00914277495177951
FAM155A	0.944710246349563	0.0296390152503892
FAM155B	0.944710246349563	0.0296390152503892
FAM159A	0.28814005341007	0.00914277495177951
FAM160A2	0.249302440773561	0.0176594069960543
FAM160B1	0.249302440773561	0.0176594069960543
FAM160B2	0.249302440773561	0.0176594069960543
FAM161A	0.249302440773561	0.0176594069960543
FAM161B	0.249302440773561	0.0176594069960543
FAM162A	0.28814005341007	0.00914277495177951
FAM162B	0.944710246349563	0.0296390152503892
FAM163A	0.28814005341007	0.00914277495177951
FAM166B	0.28814005341007	0.00914277495177951
FAM167A	0.28814005341007	0.00914277495177951
FAM167B	0.28814005341007	0.00914277495177951
FAM168B	0.28814005341007	0.00914277495177951
FAM169A	0.249302440773561	0.0176594069960543
FAM169B	0.28814005341007	0.00914277495177951
FAM171A1	0.249302440773561	0.0176594069960543
FAM171B	0.249302440773561	0.0176594069960543
FAM172A	0.944710246349563	0.0296390152503892
FAM174A	0.28814005341007	0.00914277495177951
FAM174B	0.28814005341007	0.00914277495177951
FAM175A	0.944710246349563	0.0296390152503892
FAM175B	0.944710246349563	0.0296390152503892
FAM177A1	0.28814005341007	0.00914277495177951
FAM177B	0.28814005341007	0.00914277495177951
FAM178A	0.249302440773561	0.0176594069960543
FAM179B	0.249302440773561	0.0176594069960543
FAM180A	0.28814005341007	0.00914277495177951
FAM181A	0.28814005341007	0.00914277495177951
FAM184A	0.249302440773561	0.0176594069960543
FAM186B	0.249302440773561	0.0176594069960543
FAM188A	0.944710246349563	0.0296390152503892
FAM188B	0.249302440773561	0.0176594069960543
FAM189A2	0.944710246349563	0.0296390152503892
FAM189B	0.249302440773561	0.0176594069960543
FAM192A	0.944710246349563	0.0296390152503892
FAM193B	0.249302440773561	0.0176594069960543
FAM196A	0.944710246349563	0.0296390152503892
FAM198B	0.944710246349563	0.0296390152503892
FAM199X	0.944710246349563	0.0296390152503892
FAM19A1	0.28814005341007	0.00914277495177951
FAM19A2	0.28814005341007	0.00914277495177951
FAM19A3	0.28814005341007	0.00914277495177951
FAM19A4	0.28814005341007	0.00914277495177951
FAM19A5	0.28814005341007	0.00914277495177951
FAM204A	0.944710246349563	0.0296390152503892
FAM206A	0.28814005341007	0.00914277495177951
FAM207A	0.28814005341007	0.00914277495177951
FAM208A	0.249302440773561	0.0176594069960543
FAM208B	0.249302440773561	0.0176594069960543
FAM209A	0.28814005341007	0.00914277495177951
FAM209B	0.28814005341007	0.00914277495177951
FAM20A	0.249302440773561	0.0176594069960543
FAM20B	0.944710246349563	0.0296390152503892
FAM210A	0.28814005341007	0.00914277495177951
FAM210B	0.28814005341007	0.00914277495177951
FAM211B	0.944710246349563	0.0296390152503892
FAM212A	0.28814005341007	0.00914277495177951
FAM212B	0.28814005341007	0.00914277495177951
FAM213A	0.28814005341007	0.00914277495177951
FAM213B	0.28814005341007	0.00914277495177951
FAM214A	0.249302440773561	0.0176594069960543
FAM214B	0.944710246349563	0.0296390152503892
FAM216A	0.944710246349563	0.0296390152503892
FAM216B	0.28814005341007	0.00914277495177951
FAM217A	0.944710246349563	0.0296390152503892
FAM219A	0.28814005341007	0.00914277495177951
FAM219B	0.28814005341007	0.00914277495177951
FAM221A	0.944710246349563	0.0296390152503892
FAM221B	0.944710246349563	0.0296390152503892
FAM222A	0.28814005341007	0.00914277495177951
FAM24A	0.28814005341007	0.00914277495177951
FAM24B	0.28814005341007	0.00914277495177951
FAM26D	0.28814005341007	0.00914277495177951
FAM26E	0.28814005341007	0.00914277495177951
FAM32A	0.28814005341007	0.00914277495177951
FAM35A	0.944710246349563	0.0296390152503892
FAM3A	0.28814005341007	0.00914277495177951
FAM3C	0.28814005341007	0.00914277495177951
FAM3D	0.944710246349563	0.0296390152503892
FAM45A	0.944710246349563	0.0296390152503892
FAM46A	0.28814005341007	0.00914277495177951
FAM46B	0.28814005341007	0.00914277495177951
FAM49A	0.944710246349563	0.0296390152503892
FAM49B	0.944710246349563	0.0296390152503892
FAM50A	0.944710246349563	0.0296390152503892
FAM53A	0.28814005341007	0.00914277495177951
FAM53B	0.944710246349563	0.0296390152503892
FAM53C	0.944710246349563	0.0296390152503892
FAM57A	0.944710246349563	0.0296390152503892
FAM57B	0.28814005341007	0.00914277495177951
FAM63A	0.944710246349563	0.0296390152503892
FAM63B	0.249302440773561	0.0176594069960543
FAM64A	0.28814005341007	0.00914277495177951
FAM65A	0.249302440773561	0.0176594069960543
FAM65B	0.249302440773561	0.0176594069960543
FAM65C	0.249302440773561	0.0176594069960543
FAM69B	0.28814005341007	0.00914277495177951
FAM71B	0.944710246349563	0.0296390152503892
FAM71F1	0.944710246349563	0.0296390152503892
FAM71F2	0.28814005341007	0.00914277495177951
FAM72B	0.28814005341007	0.00914277495177951
FAM73A	0.249302440773561	0.0176594069960543
FAM73B	0.249302440773561	0.0176594069960543
FAM76A	0.944710246349563	0.0296390152503892
FAM76B	0.944710246349563	0.0296390152503892
FAM78A	0.28814005341007	0.00914277495177951
FAM78B	0.28814005341007	0.00914277495177951
FAM81A	0.944710246349563	0.0296390152503892
FAM83B	0.249302440773561	0.0176594069960543
FAM83C	0.944710246349563	0.0296390152503892
FAM83D	0.944710246349563	0.0296390152503892
FAM83F	0.944710246349563	0.0296390152503892
FAM83G	0.944710246349563	0.0296390152503892
FAM86A	0.944710246349563	0.0296390152503892
FAM86C1	0.28814005341007	0.00914277495177951
FAM89A	0.28814005341007	0.00914277495177951
FAM8A1	0.944710246349563	0.0296390152503892
FAM90A1	0.28814005341007	0.00914277495177951
FAM91A1	0.249302440773561	0.0176594069960543
FAM92A1	0.944710246349563	0.0296390152503892
FAM96A	0.28814005341007	0.00914277495177951
FAM96B	0.28814005341007	0.00914277495177951
FAM98A	0.249302440773561	0.0176594069960543
FAM98B	0.944710246349563	0.0296390152503892
